CASENUMBER,CASECLASSIFICATION,TYPEOFBUSINESS,TYPEOFCOMPLAINT,CONSTRUCTIONREFERRAL,CITATIONISSUED,OPENDATE,CLOSEDATE,OUTCOME,COMPLAINT,ADDRESS,COUNCILDISTRICT,LOCATION,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes
2020 058550-CC,COVID-19,Residential,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,COVID-19,10500 S IH 35 SVRD SB,5,POINT (-97.79410451 30.14860981),5,37,1,,373,22
2020 052911-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,COVID-19/Education Provided,Mueller Lake Park-Over OccupancyCOVID-19,4209 AIRPORT BOULEVARD,9,POINT (-97.70773555 30.29678122),9,11,10,38,309,33
2020 065134-CC,COVID-19,Schools,Over Occupancy,,,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19Murchinson Middle SchoolGathering at closed school,3700 NORTH HILLS DRIVE,10,POINT (-97.75836176 30.35410061),10,17,5,,217,66
2020 053219-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,1900 SIMOND AVENUE,9,POINT (-97.70385381 30.29726889),9,19,10,38,309,33
2020 058153-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,12138 N LAMAR BOULEVARD,7,POINT (-97.67984087 30.39849472),7,47,7,,217,18
2020 058391-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,GATHERING,1803 BLUEBONNET LANE,5,POINT (-97.77266326 30.25347204),5,9,1,2,217,75
2020 053786-CC,COVID-19,Residential,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR 20-00126997COVID 19,13535 LYNDHURST STREET BLDG  9,6,POINT (-97.78500607 30.47636689),6,49,6,,540,47
2020 058212-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,2414 PEARL STREET,9,POINT (-97.74695356 30.28908397),9,43,10,44,217,50
2020 052742-CC,COVID-19,Residential,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 Overcrowding; The Joplin at Crestview; Large Gathering,7401 N LAMAR BOULEVARD,4,POINT (-97.7159184 30.34064472),4,40,9,78,217,3
2020 058133-CC,COVID-19,Parks,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYPEOPLE ARE PLAYING TENNIS,7000 ARDATH STREET,7,POINT (-97.74014497 30.34896169),7,3,7,53,217,16
2020 063626-CC,COVID-19,Residential,Social Distancing,,,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,COVID-19/Education Provided,COVID19SOCIAL DISTANCING,1507 SOUTHPORT DRIVE UNIT  128,5,POINT (-97.77898055 30.23217598),5,9,1,22,441,75
2020 052877-CC,COVID-19,Schools,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID Overcrowding; approximately 30 people playing soccer,7104 BERKMAN DRIVE,1,POINT (-97.69002432 30.32401834),1,40,8,91,63,3
2020 058063-CC,COVID-19,Other,Over Occupancy,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCYPEOPLE GATHERING,237 W 3RD STREET,9,POINT (-97.7457325 30.26565339),9,52,10,60,217,24
2020 064302-CC,COVID-19,Other,Social Distancing,,,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19SOCIAL DISTANCING,8835 N LAMAR BOULEVARD,4,POINT (-97.69980113 30.35742751),4,47,9,54,63,78
2020 061662-CC,COVID-19,Other,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYWEDDING PARTY OCCURING,4408 LONG CHAMP DRIVE,10,POINT (-97.79725944 30.34288498),10,10,5,,217,29
2020 047495-CC,COVID-19,Restaurant,Over Occupancy,,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19OVEROCCUPANCYEOC UKN,1624 W 5TH STREET,9,POINT (-97.76455983 30.27495211),9,26,10,72,126,69
2020 053206-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,4301 ROSEDALE AVENUE,10,POINT (-97.74388439 30.31328597),10,12,5,74,217,7
2020 058301-CC,COVID-19,Other,Over Occupancy,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,OVER OCCUPANCY,6500 SPRINGDALE ROAD,1,POINT (-97.66999938 30.30787719),1,19,8,26,309,33
2020 096617-CC,COVID-19,Other,Social Distancing,,,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Social Distancing over occupancyJosephine House,1601 WATERSTON AVENUE,9,POINT (-97.75903839 30.28059713),9,26,10,72,126,69
2020 061699-CC,COVID-19,Residential,Social Distancing,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY/SOCIAL DISTANCING,2506 S 5TH STREET,3,POINT (-97.76547936 30.2413066),3,9,3,85,64,75
2020 074577-CC,COVID-19,Restaurant,Face-Covering,,,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19BUSINESS: Aldo's Food Truck COMMENT: caller also concerned employees not wearing masks,2908 FRUTH STREET BLDG  B,9,POINT (-97.741706 30.29549403),9,43,10,19,217,50
2020 096195-CC,COVID-19,Other,Sanitation Hygiene,,,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 - touch stone imagine - suit b7& b9the caller is wanting to report that the company is not falling guide . 4 workers were exposure to the covid-19 an the staff was not inform right away. the caller is also concern about the cleanliness of the office due to the workers that was exposure being in the office . there is alack of cleaning supplies in the office and the building is not being clean,711 W 38TH STREET,9,POINT (-97.7409732 30.30357549),9,43,10,82,217,50
2020 048217-CC,COVID-19,Restaurant,Over Occupancy,,,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,707 E CESAR CHAVEZ STREET,9,POINT (-97.73738918 30.26099139),9,52,10,60,502,24
2020 058191-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,207 E STARLING DRIVE,4,POINT (-97.68908889 30.36538126),4,47,9,51,217,78
2020 064931-CC,COVID-19,Construction,Social Distancing,,,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,COVID-19/Education Provided,COVID19SOCIAL DISTANCING /OVER OCCUPANCY,503 LELAND STREET,9,POINT (-97.74872932 30.24176458),9,9,10,49,217,75
2020 053225-CC,COVID-19,Parks,Social Distancing,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,covid 19 over occupancy,2407 CANTERBURY STREET,3,POINT (-97.71815498 30.25254416),3,7,3,66,309,1
2020 047503-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 CHECK,730 W STASSNEY LANE,2,POINT (-97.78208676 30.20985349),2,5,4,58,373,23
2020 058286-CC,COVID-19,Other,Over Occupancy,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,OVER OCCUPANCY,1105 E CESAR CHAVEZ STREET,3,POINT (-97.73329728 30.2598823),3,7,3,35,309,1
2020 075489-CC,COVID-19,Residential,Social Distancing,,,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Residential/ApartmentLocation Name:  home,2000 RUNDELL PLACE,5,POINT (-97.77332857 30.25320205),5,9,1,2,217,75
2020 054431-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,CONSTRUCTION SITE (RESIDENTIAL)-OVER OCCUPANCY,3100 S 5TH STREET,3,POINT (-97.7684593 30.2361187),3,9,3,85,64,75
2020 061659-CC,COVID-19,Other,Over Occupancy,,,04/17/2020 12:00:00 AM,04/18/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OVER OCCUPANCYBARBER SHOP OPERATING,7316 CAMERON ROAD,4,POINT (-97.69092866 30.32888658),4,40,9,43,63,3
2020 061382-CC,COVID-19,Other,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 Social Distancing,9020 TUSCANY WAY,1,POINT (-97.66137006 30.33730011),1,50,8,,217,77
2020 056897-CC,COVID-19,Other,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,2508 E RIVERSIDE DRIVE,3,POINT (-97.72262074 30.23581692),3,8,3,64,309,55
2020 051796-CC,COVID-19,Parks,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19,2131 WILLIAM BARTON DRIVE,8,POINT (-97.77054784 30.26446523),8,10,2,93,217,29
2020 060942-CC,COVID-19,Other,Non-essential Business,,,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19BUSINESS OPEN,9304 N LAMAR BOULEVARD,4,POINT (-97.69820723 30.36246649),4,47,9,16,63,18
2020 047556-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 CHECK,119 CUMBERLAND ROAD,3,POINT (-97.75734861 30.23561521),3,9,3,47,217,75
2020 058549-CC,COVID-19,Residential,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,810 SALEM LANE,1,POINT (-97.67923946 30.36706458),1,47,8,87,217,78
2020 057947-CC,COVID-19,Other,Over Occupancy,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19Delta Millworks People gathering,4701 E 5TH STREET,3,POINT (-97.70301761 30.25335922),3,7,3,29,309,1
2020 067805-CC,COVID-19,Parks,Social Distancing,,,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,COVID-19/Education Provided,COVID19SOCIAL DISTANCING,840 W CESAR CHAVEZ STREET,9,POINT (-97.75337666 30.26658921),9,52,10,60,217,24
2020 061637-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYSOCIAL DISTANCING,1501 E HOWARD LANE,7,POINT (-97.6422063 30.4051437),7,47,7,,540,77
2020 053452-CC,COVID-19,Residential,Social Distancing,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"Apt 3099 - Fly Rides Party Busthey say their business is essential, wont refund her moneyOver occupancyCOVID-19",3543 GREYSTONE DRIVE,10,POINT (-97.75177932 30.35701566),10,17,5,,217,66
2020 078820-CC,COVID-19,Parks,Social Distancing,,,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19PARD: Ramsey ParkCOMMENT: Report Social Distancing/Over Occupancy,4301 ROSEDALE AVE/RAMSEY PARK,10,POINT (-97.74388439 30.31328597),10,12,5,74,217,7
2020 048373-CC,COVID-19,Residential,Social Distancing,,,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,1507 PARKWAY,9,POINT (-97.75131498 30.27958425),9,26,10,72,217,69
2020 093411-CC,COVID-19,Other,Face-Covering,,,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19...face covering violationNational Western Life building 3,10801 N MOPAC EXPY SVRD NB,7,POINT (-97.73053358 30.39673594),7,51,7,45,217,18
2020 062834-CC,COVID-19,Other,Social Distancing,,,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,LOWES-Not Practicing Social Distancing,8000 SHOAL CREEK BOULEVARD,7,POINT (-97.74098492 30.36472993),7,3,7,95,217,16
2020 093053-CC,COVID-19,Other,Face-Covering,,,06/22/2020 12:00:00 AM,06/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Social Distancing/Over Occupancy - not enforcing mask wearing.,2300 W BEN WHITE BLVD SVRD WB,5,POINT (-97.79242549 30.23282019),5,9,1,22,217,75
2020 052549-CC,COVID-19,Other,Non-essential Business,,,03/30/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,3810 S 1st st 78704 - sun moon and stars learning center; child care facility open,3810 S 1ST STREET,3,POINT (-97.76880667 30.22801743),3,9,3,85,64,75
2020 061528-CC,COVID-19,Other,Face-Covering,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,COVID-19/Education Provided,COVID19OCCUPANCYNO WEARING FACE MASK,6619 AIRPORT BOULEVARD,4,POINT (-97.71514917 30.33116227),4,40,9,77,217,3
2020 058368-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,GATHERING,5713 WIGHT COVE,1,POINT (-97.68667091 30.30829676),1,19,8,84,309,33
2020 047525-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYFlahive Odgen And Latson,8911 N CAPITAL OF TEXAS HIGHWAY NB BUNIT  2120,10,POINT (-97.75951575 30.38727364),10,51,5,,217,58
2020 058108-CC,COVID-19,Other,Over Occupancy,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID19OVER OCCUPANCY10-15 PEOPLE DRINKING, NO SOCIAL DISTANCING",2700 E 7TH STREET,3,POINT (-97.71126934 30.26083606),3,7,3,29,309,1
2020 047752-CC,COVID-19,Restaurant,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,PERFECT 10 COVID OVERCROWDING,404 E HIGHLAND MALL BOULEVARD,4,POINT (-97.71071777 30.32870088),4,40,9,77,217,3
2020 065105-CC,COVID-19,Parks,Over Occupancy,,,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,COVID-19/Education Provided,Givens Park-Not Practicing Social Distancing,3811 E 12TH STREET,1,POINT (-97.69033868 30.27676938),1,4,8,81,309,62
2020 058070-CC,COVID-19,Residential,Social Distancing,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY2-3 PEOPLE ON PORCH,6403 AUBURN DRIVE,1,POINT (-97.67869364 30.31216636),1,19,8,84,309,33
2020 061620-CC,COVID-19,Residential,Social Distancing,,,04/17/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19 Social Distancing,4411 ASHLEY WAY,2,POINT (-97.76142812 30.17442849),2,25,4,,484,20
2020 048388-CC,COVID-19,Other,Over Occupancy,,,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19 OVER OCCUPANCY,9000 N IH 35 SVRD SB,4,POINT (-97.69147506 30.35450757),4,47,9,54,63,78
2020 074778-CC,COVID-19,Other,Social Distancing,,,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 .. No social distancing,3909 N IH 35 SVRD NB UNIT  F-1,9,POINT (-97.71765446 30.29622062),9,11,10,63,309,74
2020 070030-CC,COVID-19,Restaurant,Social Distancing,,,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR #: 20-00176973 ,4301 W WILLIAM CANNON DRIVE,8,POINT (-97.83965059 30.22138261),8,38,2,11,531,53
2020 057157-CC,COVID-19,Other,Social Distancing,,,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,suite 1009- business over occupancy,7517 CAMERON ROAD,1,POINT (-97.68926199 30.32907431),1,40,8,13,63,3
2020 066487-CC,COVID-19,Parks,Over Occupancy,,,04/28/2020 12:00:00 AM,04/30/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19Pennybacker Bridge OverlookAPD Teleserve: REF 201191175 GROUP HAVING A BBQ JUST WEST OF 360 BRIDGE,N CAPITAL OF TEXAS HIGHWAY SB,,POINT (-88.448709 24.923983),,,,,,
2020 047871-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID OVERCROWDING,207 E 5TH STREET,9,POINT (-97.74159482 30.26646695),9,52,10,60,217,24
2020 047829-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,ASHLEY FURNITURE HOME STORE COVID OVERCROWDING,9900 S IH 35 SVRD SB,5,POINT (-97.79235894 30.15613585),5,37,1,,329,22
2020 057017-CC,COVID-19,Other,Social Distancing,,,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,701 W RIVERSIDE DRIVE,9,POINT (-97.75039156 30.26062251),9,9,10,42,217,75
2020 096204-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID 19 - GOLDS GYM has not been enforcing anyone to use masks inside, even when first entering the building.",6001 MIDDLE FISKVILLE ROAD,4,POINT (-97.70937547 30.32257882),4,40,9,43,217,3
2020 058509-CC,COVID-19,Parks,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19,12017 AMHERST DRIVE,7,POINT (-97.72000249 30.4129856),7,51,7,,540,58
2020 047384-CC,COVID-19,Other,Over Occupancy,,,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19OVER OCCUPANCYEOC SR# 20-00102255,9900 S IH 35 SVRD SB BLDG  H,5,POINT (-97.79235894 30.15613585),5,37,1,,329,22
2020 058075-CC,COVID-19,Other,Over Occupancy,,,04/10/2020 12:00:00 AM,04/10/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCYSOCIAL DISTANCING,10710 RESEARCH BLVD SVRD SB,10,POINT (-97.74836145 30.39853765),10,51,5,,540,58
2020 058225-CC,COVID-19,Other,Face-Covering,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,COVID-19/Education Provided,COVID19WORKERS WORKING WITHOUT PPE,12300 RIATA TRACE PARKWAY UNIT  CP6,6,POINT (-97.74511468 30.43105557),6,24,6,,540,36
2020 062233-CC,COVID-19,Other,Over Occupancy,,,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Public Right of Way Gathering-Not Practicing Social Distancing/ Over Occ.,606 TRINITY STREET,9,POINT (-97.73942002 30.26734865),9,52,10,60,217,24
2020 053563-CC,COVID-19,Other,Over Occupancy,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,(Get me Giddy)-small office people working-over occupancyCOVID-19,1114 E CESAR CHAVEZ STREET,3,POINT (-97.73270394 30.26012053),3,7,3,35,309,1
2020 088445-CC,COVID-19,Other,Other,,,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,"COVID19the caller is wanting to know the capacity levels for bars, and report that the bar is full and there was no social distancing KELLEY; ADAMS, kelawad333@gmail.com512-925-7040",700 W 6TH STREET UNIT  2,9,POINT (-97.74968962 30.27020611),9,52,10,60,217,24
2020 091904-CC,COVID-19,Residential,Eviction,,,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,COVID-19/Education Provided,311 COVID 19 Eviction Referral,4100 VICTORY DRIVE UNIT  1,5,POINT (-97.79084255 30.23393566),5,9,1,22,217,75
2020 062835-CC,COVID-19,Other,Social Distancing,,,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,Referred to Appropriate Agency,Airport-Not Practicing Social Distancing,3600 PRESIDENTIAL BOULEVARD,2,POINT (-97.66688158 30.2020083),2,44,4,,484,57
2020 065918-CC,COVID-19,Parks,Over Occupancy,,,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,Closed/Duplicate Case,COVID 19,6701 LAKEWOOD DRIVE,10,POINT (-97.78724986 30.36591575),10,17,5,,217,66
2020 055920-CC,COVID-19,Residential,Social Distancing,,,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Over Occupancy at Business or Gathering,5900 CEDARDALE DRIVE,2,POINT (-97.78100641 30.203968),2,5,4,1,373,23
2020 055171-CC,COVID-19,Parks,Social Distancing,,,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,City-Owned Property/No Violation(s) Found,COVID 19 still skating and playing basketball in groups,2112-1/2 ALAMO STREET,1,POINT (-97.72001479 30.28300791),1,11,8,27,309,74
2020 063300-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,Construction Site -Social Distancing/Face Masks,805 W LIVE OAK STREET,9,POINT (-97.7611215 30.2453199),9,9,10,42,217,75
2020 058392-CC,COVID-19,Residential,Social Distancing,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,GATHERING,802 S 1ST STREET,9,POINT (-97.75233152 30.25532275),9,9,10,42,217,75
2020 079416-CC,COVID-19,Construction,Social Distancing,Non-Referral,,05/26/2020 12:00:00 AM,05/26/2020 12:00:00 AM,COVID-19/Education Provided,COVID19CONSTRUCTION SITESOCIAL DISTANCING,1706 HARTFORD ROAD,9,POINT (-97.76065845 30.28679937),9,26,10,12,126,69
2020 052738-CC,COVID-19,Other,Over Occupancy,,,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 Overcrowding; Congress and Oltorf barber shops; Overcrowding Reported,102 E OLTORF STREET,9,POINT (-97.75305127 30.23869051),9,9,10,49,217,75
2020 051767-CC,COVID-19,Restaurant,Social Distancing,,,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,COVID-19/Education Provided,COVID-19,4400 N LAMAR BOULEVARD,10,POINT (-97.73885887 30.31238905),10,12,5,74,217,7
2020 063495-CC,COVID-19,Construction,Social Distancing,Non-Referral,,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,COVID-19/Education Provided,Construction site-Social distancing,5636 N LAMAR BOULEVARD,7,POINT (-97.72668103 30.32583876),7,12,7,25,217,7
2020 053780-CC,COVID-19,Schools,Over Occupancy,,,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,SR 20-00126983COVID 19,6800 BILL HUGHES ROAD,2,POINT (-97.78592887 30.19528185),2,5,4,,482,23
2020 061690-CC,COVID-19,Other,Face-Covering,,,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19FACE MASK,1762 COLONY CREEK DRIVE,4,POINT (-97.71525926 30.36975213),4,22,9,16,63,18
2020 048736-CC,COVID-19,Restaurant,Over Occupancy,,,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19CHIPOTLE,2320 S LAMAR BOULEVARD,5,POINT (-97.77547692 30.24763692),5,9,1,2,217,75
2020 058192-CC,COVID-19,Restaurant,Over Occupancy,,,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19OVER OCCUPANCY,415 E ST ELMO ROAD,3,POINT (-97.76237892 30.21485086),3,5,3,5,373,23
2020 047900-CC,COVID-19,Other,Over Occupancy,,,03/20/2020 12:00:00 AM,03/21/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,AUSTIN HOOKA LOUNGE  COVID OVER CROWDING,AUSTIN HOOKA LOUNGE,,POINT (-88.448709 24.923983),,,,,,
2020 053917-CC,COVID-19,Residential,Social Distancing,,,04/02/2020 12:00:00 AM,04/02/2020 12:00:00 AM,COVID-19/Education Provided,,1221 S CONGRESS AVENUE UNIT  100,9,POINT (-97.74865605 30.25142463),9,9,10,30,217,75
2020 061503-CC,COVID-19,Construction,Sanitation Hygiene,DSD Referral,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,CONSTRUCTION SITE-RESTROOM  - VIOLATION,110 ACADEMY DRIVE,9,POINT (-97.74760629 30.25214916),9,9,10,30,217,75
2020 058440-CC,COVID-19,Parks,Social Distancing,,,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID-19 SR #: 20-00142477,35 ROBERT T MARTINEZ JR STREET,3,POINT (-97.72335197 30.24959497),3,7,3,66,309,1
2020 096170-CC,COVID-19,Other,Face-Covering,,,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID19Caller wants to report this business for not wearing masks properly under current city ordinances.,2730 E 7TH STREET,3,POINT (-97.70978416 30.26066263),3,7,3,29,309,1
2020 061436-CC,COVID-19,Other,Face-Covering,,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,No Violation(s) Found/Inspection Performed,COVID 19JIFFY LUBE-NOT WEARING MASK,3401 N LAMAR BOULEVARD,9,POINT (-97.74430744 30.30283837),9,43,10,82,217,50
2020 061512-CC,COVID-19,Construction,Face-Covering,DSD Referral,,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,COVID-19/Education Provided,CONSTRUCTION SITE-FACE MASK- VIOLATION,1115 TOWN CREEK DRIVE,3,POINT (-97.7252439 30.24432865),3,8,3,64,309,55
